,sample_pt_desc,year,qtr,quarter,cod,conductivity,e_coli,pH,nitrate,phosphate,physical_compliance_percentage,chemical_compliance_percentage,bacteriological_compliance_percentage,biological_compliance_percentage,overall_compliance_percentage,river_id
174,Withokspruit Tributary ,2014,3,Jul-Sep,0.0,49.0,0.0,7.9,1.7,0.15,60.0,100.0,0.0,0.0,40.0,3
175,Withokspruit Tributary ,2014,4,Oct-Dec,0.0,34.0,0.0,7.4,0.64,2.0,40.0,81.82,0.0,0.0,30.46,3
176,Tributary @ Van Dyk Consolidated,2014,1,Jan-Mar,0.0,53.0,0.0,7.9,0.38,0.12,60.0,100.0,0.0,0.0,40.0,3
177,Tributary @ Van Dyk Consolidated,2014,2,Apr-Jun,0.0,46.0,0.0,7.7,0.64,0.09,60.0,100.0,0.0,0.0,40.0,3
178,Tributary @ Van Dyk Consolidated,2014,3,Jul-Sep,0.0,30.0,0.0,7.6,0.64,0.1,60.0,100.0,0.0,0.0,40.0,3
179,Tributary @ Van Dyk Consolidated,2014,4,Oct-Dec,0.0,36.0,0.0,7.6,6.8,0.6,60.0,81.82,0.0,0.0,35.46,3
180,Rietspruit @ Vosloorus ,2014,1,Jan-Mar,0.0,145.0,0.0,7.7,0.42,0.12,20.0,100.0,0.0,0.0,30.0,3
181,Rietspruit @ Vosloorus ,2014,2,Apr-Jun,0.0,165.0,0.0,7.7,0.69,0.16,40.0,100.0,0.0,0.0,35.0,3
182,Rietspruit @ Vosloorus ,2014,3,Jul-Sep,0.0,190.0,0.0,7.9,1.4,0.2,40.0,90.91,0.0,0.0,32.73,3
183,Rietspruit @ Vosloorus ,2014,4,Oct-Dec,0.0,215.0,0.0,7.5,4.4,1.2,20.0,81.82,0.0,0.0,25.46,3
184,Rietspruit @ Hardmans Farm ,2014,1,Jan-Mar,0.0,125.0,71990.0,7.9,1.1,0.15,20.0,100.0,0.0,0.0,30.0,3
185,Rietspruit @ Hardmans Farm ,2014,2,Apr-Jun,0.0,140.0,136910.0,8.0,1.1,0.17,40.0,100.0,0.0,0.0,35.0,3
186,Rietspruit @ Hardmans Farm ,2014,3,Jul-Sep,0.0,145.0,322680.0,7.9,3.9,0.2,40.0,100.0,0.0,0.0,35.0,3
187,Rietspruit @ Hardmans Farm ,2014,4,Oct-Dec,0.0,150.0,17910.0,7.8,2.0,0.4,20.0,100.0,0.0,0.0,30.0,3
188,Rietspruit Weir @ Luttig's Farm ,2014,1,Jan-Mar,16.0,70.0,3620.0,7.8,2.8,0.28,100.0,100.0,0.0,100.0,75.0,3
189,Rietspruit Weir @ Luttig's Farm ,2014,2,Apr-Jun,16.0,86.0,1640.0,7.6,4.5,0.21,100.0,100.0,0.0,100.0,75.0,3
190,Rietspruit Weir @ Luttig's Farm ,2014,3,Jul-Sep,22.0,125.0,890.0,7.6,3.8,0.15,80.0,100.0,0.0,100.0,70.0,3
191,Rietspruit Weir @ Luttig's Farm ,2014,4,Oct-Dec,22.0,115.0,6480.0,7.5,3.9,0.48,80.0,100.0,0.0,100.0,70.0,3
192,Klip River @ Lido Hotel ,2015,1,Jan-Mar,0.0,50.0,0.0,7.4,6.9,0.55,40.0,90.91,0.0,0.0,32.73,3
193,Klip River @ Lido Hotel ,2015,2,Apr-Jun,0.0,54.0,0.0,7.5,8.0,0.54,40.0,90.91,0.0,0.0,32.73,3
194,Klip River @ Lido Hotel ,2015,3,Jul-Sep,0.0,57.0,0.0,7.4,6.15,0.78,40.0,81.82,0.0,0.0,30.46,3
195,Klip River @ Lido Hotel ,2015,4,Oct-Dec,0.0,54.0,0.0,7.2,4.1,0.65,60.0,90.91,0.0,0.0,37.73,3
196,Klip River @ Everite ,2015,1,Jan-Mar,0.0,48.0,0.0,7.5,5.8,0.61,40.0,90.91,0.0,0.0,32.73,3
197,Klip River @ Everite ,2015,2,Apr-Jun,0.0,53.0,0.0,7.4,6.35,0.41,40.0,90.91,0.0,0.0,32.73,3
198,Klip River @ Everite ,2015,3,Jul-Sep,0.0,57.0,0.0,7.4,4.7,0.75,40.0,90.91,0.0,0.0,32.73,3
199,Klip River @ Everite ,2015,4,Oct-Dec,0.0,53.0,0.0,7.4,4.8,1.03,60.0,90.91,0.0,0.0,37.73,3
200,Klip River from Roodepoort @ R41 Bridge,2015,1,Jan-Mar,0.0,33.0,0.0,7.4,0.84,0.23,40.0,100.0,0.0,0.0,35.0,3
201,Klip River from Roodepoort @ R41 Bridge,2015,2,Apr-Jun,0.0,34.0,0.0,7.4,1.23,0.08,40.0,100.0,0.0,0.0,35.0,3
202,Klip River from Roodepoort @ R41 Bridge,2015,3,Jul-Sep,0.0,37.0,0.0,7.3,1.9,0.13,60.0,100.0,0.0,0.0,40.0,3
203,Klip River from Roodepoort @ R41 Bridge,2015,4,Oct-Dec,0.0,30.0,0.0,7.7,0.53,0.2,60.0,100.0,0.0,0.0,40.0,3
204,Klip River from Witpoortjie @ R41 Bridge,2015,1,Jan-Mar,0.0,23.0,0.0,7.3,2.5,0.18,40.0,100.0,0.0,0.0,35.0,3
205,Klip River from Witpoortjie @ R41 Bridge,2015,2,Apr-Jun,0.0,27.0,0.0,7.2,6.54,0.18,60.0,90.91,0.0,0.0,37.73,3
206,Klip River from Witpoortjie @ R41 Bridge,2015,3,Jul-Sep,0.0,23.0,0.0,7.4,3.8,0.06,60.0,100.0,0.0,0.0,40.0,3
207,Klip River from Witpoortjie @ R41 Bridge,2015,4,Oct-Dec,0.0,27.0,0.0,7.1,0.53,0.21,60.0,100.0,0.0,0.0,40.0,3
208,Klip River Weir @ Henley-On- Klip,2015,1,Jan-Mar,0.0,76.0,2019.0,7.6,6.17,0.4,40.0,90.91,0.0,0.0,32.73,3
209,Klip River Weir @ Henley-On- Klip,2015,2,Apr-Jun,0.0,88.0,5673.0,7.5,7.58,0.46,60.0,90.91,0.0,0.0,37.73,3
210,Klip River Weir @ Henley-On- Klip,2015,3,Jul-Sep,0.0,86.0,2086.0,7.4,7.27,0.46,60.0,90.91,0.0,0.0,37.73,3
211,Klip River Weir @ Henley-On- Klip,2015,4,Oct-Dec,0.0,73.0,1094.0,7.6,5.5,0.56,60.0,100.0,0.0,0.0,40.0,3
212,Klip River Weir @ Zwartkopjes Farm,2015,1,Jan-Mar,22.0,50.0,10547.0,7.4,5.99,0.5,80.0,100.0,0.0,100.0,70.0,3
213,Klip River Weir @ Zwartkopjes Farm,2015,2,Apr-Jun,21.0,53.0,5929.0,7.3,7.2,0.58,100.0,90.91,0.0,100.0,72.73,3
214,Klip River Weir @ Zwartkopjes Farm,2015,3,Jul-Sep,25.0,56.0,5616.0,7.3,8.11,0.66,100.0,81.82,0.0,100.0,70.46,3
215,Klip River Weir @ Zwartkopjes Farm,2015,4,Oct-Dec,24.0,53.0,6294.0,7.3,4.98,0.83,100.0,90.91,0.0,100.0,72.73,3
216,Klip River downstream of Rietspruit Confluence,2015,1,Jan-Mar,0.0,74.0,20165.0,7.5,5.73,0.39,40.0,100.0,0.0,0.0,35.0,3
217,Klip River downstream of Rietspruit Confluence,2015,2,Apr-Jun,0.0,88.0,1700.0,7.6,7.2,0.37,40.0,90.91,0.0,0.0,32.73,3
218,Klip River downstream of Rietspruit Confluence,2015,3,Jul-Sep,0.0,84.0,2012.0,7.5,5.95,0.47,60.0,100.0,0.0,0.0,40.0,3
219,Klip River downstream of Rietspruit Confluence,2015,4,Oct-Dec,0.0,81.0,2107.0,7.5,4.75,0.46,60.0,100.0,0.0,0.0,40.0,3
220,Harringtonspruit @ Nancefield Industrial Area,2015,1,Jan-Mar,0.0,50.0,0.0,7.5,4.33,0.68,40.0,90.91,0.0,0.0,32.73,3
221,Harringtonspruit @ Nancefield Industrial Area,2015,2,Apr-Jun,0.0,55.0,0.0,7.6,6.7,0.91,40.0,81.82,0.0,0.0,30.46,3
222,Harringtonspruit @ Nancefield Industrial Area,2015,3,Jul-Sep,0.0,55.0,0.0,7.5,5.85,1.64,40.0,90.91,0.0,0.0,32.73,3
223,Harringtonspruit @ Nancefield Industrial Area,2015,4,Oct-Dec,0.0,57.0,0.0,7.3,2.5,1.25,60.0,90.91,0.0,0.0,37.73,3
224,Klip River @ Olifantsvlei Sewage Works,2015,1,Jan-Mar,0.0,49.0,26719.0,7.5,5.13,0.27,40.0,81.82,0.0,0.0,30.46,3
225,Klip River @ Olifantsvlei Sewage Works,2015,2,Apr-Jun,0.0,55.0,104545.0,7.5,2.6,0.46,40.0,100.0,0.0,0.0,35.0,3
226,Klip River @ Olifantsvlei Sewage Works,2015,3,Jul-Sep,0.0,56.0,65460.0,7.4,2.15,0.46,40.0,100.0,0.0,0.0,35.0,3
227,Klip River @ Olifantsvlei Sewage Works,2015,4,Oct-Dec,0.0,54.0,66460.0,7.4,1.55,0.41,60.0,90.91,0.0,0.0,37.73,3
228,Klipspruit @ Kliptown ,2015,1,Jan-Mar,0.0,47.0,0.0,7.2,0.52,0.23,40.0,81.82,0.0,0.0,30.46,3
229,Klipspruit @ Kliptown ,2015,2,Apr-Jun,0.0,54.0,0.0,7.3,0.21,0.25,40.0,72.73,0.0,0.0,28.18,3
230,Klipspruit @ Kliptown ,2015,3,Jul-Sep,0.0,59.0,0.0,7.4,0.44,0.12,60.0,81.82,0.0,0.0,35.46,3
231,Klipspruit @ Kliptown ,2015,4,Oct-Dec,0.0,54.0,0.0,7.4,0.7,0.42,60.0,90.91,0.0,0.0,37.73,3
232,Klip River @ Soweto N12 Highway,2015,1,Jan-Mar,0.0,51.0,0.0,7.5,2.64,0.31,40.0,100.0,0.0,0.0,35.0,3
233,Klip River @ Soweto N12 Highway,2015,2,Apr-Jun,0.0,59.0,0.0,7.5,4.1,0.29,40.0,100.0,0.0,0.0,35.0,3
234,Klip River @ Soweto N12 Highway,2015,3,Jul-Sep,0.0,61.0,0.0,7.6,3.03,0.27,60.0,100.0,0.0,0.0,40.0,3
235,Klip River @ Soweto N12 Highway,2015,4,Oct-Dec,0.0,69.0,0.0,7.6,0.59,0.66,60.0,81.82,0.0,0.0,35.46,3
236,Elsburgspruit @ Heidelberg Road,2015,1,Jan-Mar,0.0,234.0,82911.0,7.1,2.11,0.21,20.0,81.82,0.0,0.0,25.46,3
237,Elsburgspruit @ Heidelberg Road,2015,2,Apr-Jun,0.0,343.0,512880.0,6.9,0.81,0.12,20.0,72.73,0.0,0.0,23.18,3
238,Elsburgspruit @ Heidelberg Road,2015,3,Jul-Sep,0.0,341.0,79802.0,6.9,2.29,0.07,20.0,63.64,0.0,0.0,20.91,3
239,Elsburgspruit @ Heidelberg Road,2015,4,Oct-Dec,0.0,218.0,572894.0,7.0,0.57,0.27,20.0,72.73,0.0,0.0,23.18,3
240,Stream @ Witwatersrand Gold Mine,2015,1,Jan-Mar,0.0,115.0,0.0,7.6,1.05,0.2,40.0,100.0,0.0,0.0,35.0,3
241,Stream @ Witwatersrand Gold Mine,2015,2,Apr-Jun,0.0,38.0,0.0,7.4,0.08,0.26,60.0,100.0,0.0,0.0,40.0,3
242,Stream @ Witwatersrand Gold Mine,2015,3,Jul-Sep,0.0,74.0,0.0,7.4,0.42,0.22,60.0,90.91,0.0,0.0,37.73,3
243,Stream @ Witwatersrand Gold Mine,2015,4,Oct-Dec,0.0,33.0,0.0,7.1,0.36,0.2,40.0,100.0,0.0,0.0,35.0,3
244,Elsburgspruit @ Elsburg Town ,2015,1,Jan-Mar,0.0,320.0,0.0,7.0,4.3,0.2,40.0,90.91,0.0,0.0,32.73,3
245,Elsburgspruit @ Elsburg Town ,2015,2,Apr-Jun,0.0,352.0,0.0,6.8,1.3,0.2,20.0,72.73,0.0,0.0,23.18,3
246,Elsburgspruit @ Elsburg Town ,2015,3,Jul-Sep,0.0,353.0,0.0,6.8,0.35,0.1,40.0,81.82,0.0,0.0,30.46,3
247,Elsburgspruit @ Elsburg Town ,2015,4,Oct-Dec,0.0,176.0,0.0,7.1,0.88,0.23,20.0,90.91,0.0,0.0,27.73,3
248,Stream @ Elspark ,2015,1,Jan-Mar,0.0,68.0,0.0,7.7,0.61,0.2,40.0,100.0,0.0,0.0,35.0,3
249,Stream @ Elspark ,2015,2,Apr-Jun,0.0,130.0,0.0,7.8,0.96,0.2,40.0,90.91,0.0,0.0,32.73,3
250,Stream @ Elspark ,2015,3,Jul-Sep,0.0,272.0,0.0,7.7,0.35,0.05,40.0,81.82,0.0,0.0,30.46,3
251,Stream @ Elspark ,2015,4,Oct-Dec,0.0,113.0,0.0,7.5,0.1,0.2,60.0,100.0,0.0,0.0,40.0,3
252,Natalspruit from Simmer and Jack Mine,2015,1,Jan-Mar,0.0,94.0,0.0,5.1,1.65,0.2,40.0,72.73,0.0,0.0,28.18,3
253,Natalspruit from Simmer and Jack Mine,2015,2,Apr-Jun,0.0,101.0,0.0,6.6,1.2,0.2,60.0,81.82,0.0,0.0,35.46,3
254,Natalspruit from Simmer and Jack Mine,2015,3,Jul-Sep,0.0,118.0,0.0,6.2,0.63,0.1,40.0,81.82,0.0,0.0,30.46,3
255,Natalspruit from Simmer and Jack Mine,2015,4,Oct-Dec,0.0,167.0,0.0,4.7,0.38,0.2,20.0,63.64,0.0,0.0,20.91,3
256,Natalspruit @ Alrode ,2015,1,Jan-Mar,0.0,61.0,17579.0,7.0,1.37,0.22,40.0,90.91,0.0,0.0,32.73,3
257,Natalspruit @ Alrode ,2015,2,Apr-Jun,0.0,61.0,10754.0,7.2,1.34,0.2,40.0,100.0,0.0,0.0,35.0,3
258,Natalspruit @ Alrode ,2015,3,Jul-Sep,0.0,64.0,19990.0,7.3,1.17,0.06,60.0,90.91,0.0,0.0,37.73,3
259,Natalspruit @ Alrode ,2015,4,Oct-Dec,0.0,58.0,9034.0,6.9,0.74,0.25,60.0,72.73,0.0,0.0,33.18,3
260,Natalspruit @ Heidelberg Road ,2015,1,Jan-Mar,19.0,108.0,6684.0,7.6,5.18,0.28,80.0,100.0,0.0,100.0,70.0,3
261,Natalspruit @ Heidelberg Road ,2015,2,Apr-Jun,21.0,153.0,6861.0,7.5,1.18,0.17,80.0,100.0,0.0,100.0,70.0,3
262,Natalspruit @ Heidelberg Road ,2015,3,Jul-Sep,25.0,145.0,11229.0,7.3,4.12,0.18,80.0,100.0,0.0,100.0,70.0,3
263,Natalspruit @ Heidelberg Road ,2015,4,Oct-Dec,24.0,107.0,7986.0,7.3,4.45,0.25,100.0,100.0,0.0,100.0,75.0,3
264,Rietspruit from Sallies ,2015,1,Jan-Mar,0.0,139.0,0.0,7.1,0.94,0.2,20.0,90.91,0.0,0.0,27.73,3
265,Rietspruit from Sallies ,2015,2,Apr-Jun,0.0,193.0,0.0,6.7,0.1,0.2,40.0,81.82,0.0,0.0,30.46,3
266,Rietspruit from Sallies ,2015,3,Jul-Sep,0.0,108.0,0.0,7.6,6.73,0.72,60.0,72.73,0.0,0.0,33.18,3
267,Rietspruit from Sallies ,2015,4,Oct-Dec,0.0,101.0,0.0,7.3,1.15,0.2,60.0,100.0,0.0,0.0,40.0,3
268,Withokspruit Tributary ,2015,1,Jan-Mar,0.0,42.0,0.0,7.6,0.87,0.2,40.0,100.0,0.0,0.0,35.0,3
269,Withokspruit Tributary ,2015,2,Apr-Jun,0.0,53.0,0.0,7.3,1.17,0.2,60.0,100.0,0.0,0.0,40.0,3
270,Withokspruit Tributary ,2015,3,Jul-Sep,0.0,45.0,0.0,7.8,0.55,0.09,60.0,100.0,0.0,0.0,40.0,3
271,Withokspruit Tributary ,2015,4,Oct-Dec,0.0,60.0,0.0,7.4,0.48,0.2,60.0,81.82,0.0,0.0,35.46,3
272,Tributary @ Van Dyk Consolidated,2015,1,Jan-Mar,0.0,47.0,0.0,7.7,0.76,0.2,40.0,100.0,0.0,0.0,35.0,3
273,Tributary @ Van Dyk Consolidated,2015,2,Apr-Jun,0.0,47.0,0.0,7.8,0.56,0.16,40.0,100.0,0.0,0.0,35.0,3
274,Tributary @ Van Dyk Consolidated,2015,3,Jul-Sep,0.0,36.0,0.0,7.7,6.69,0.07,60.0,90.91,0.0,0.0,37.73,3
275,Tributary @ Van Dyk Consolidated,2015,4,Oct-Dec,0.0,44.0,0.0,7.3,1.21,0.3,60.0,100.0,0.0,0.0,40.0,3
276,Rietspruit @ Vosloorus ,2015,1,Jan-Mar,0.0,239.0,0.0,7.2,7.13,0.2,20.0,81.82,0.0,0.0,25.46,3
277,Rietspruit @ Vosloorus ,2015,2,Apr-Jun,0.0,363.0,0.0,6.0,9.03,0.2,20.0,63.64,0.0,0.0,20.91,3
278,Rietspruit @ Vosloorus ,2015,3,Jul-Sep,0.0,237.0,0.0,7.8,0.67,0.07,40.0,90.91,0.0,0.0,32.73,3
279,Rietspruit @ Vosloorus ,2015,4,Oct-Dec,0.0,277.0,0.0,7.3,4.55,0.73,40.0,72.73,0.0,0.0,28.18,3
280,Rietspruit @ Hardmans Farm ,2015,1,Jan-Mar,0.0,230.0,12057.0,7.6,7.66,0.18,40.0,72.73,0.0,0.0,28.18,3
281,Rietspruit @ Hardmans Farm ,2015,2,Apr-Jun,0.0,266.0,514152.0,7.4,2.76,0.16,40.0,81.82,0.0,0.0,30.46,3
282,Rietspruit @ Hardmans Farm ,2015,3,Jul-Sep,0.0,173.0,196908.0,7.6,0.73,0.16,40.0,90.91,0.0,0.0,32.73,3
283,Rietspruit @ Hardmans Farm ,2015,4,Oct-Dec,0.0,250.0,516.0,7.9,1.23,0.21,40.0,81.82,0.0,0.0,30.46,3
284,Rietspruit Weir @ Luttig's Farm ,2015,1,Jan-Mar,16.0,126.0,2993.0,7.6,5.68,0.24,60.0,100.0,0.0,100.0,65.0,3
285,Rietspruit Weir @ Luttig's Farm ,2015,2,Apr-Jun,19.0,168.0,1674.0,7.5,1.24,0.14,80.0,100.0,0.0,100.0,70.0,3
286,Rietspruit Weir @ Luttig's Farm ,2015,3,Jul-Sep,20.0,157.0,3125.0,7.4,4.85,0.14,80.0,100.0,0.0,100.0,70.0,3
287,Rietspruit Weir @ Luttig's Farm ,2015,4,Oct-Dec,21.0,112.0,6864.0,7.5,5.83,0.25,100.0,100.0,0.0,100.0,75.0,3
288,Klip River @ Lido Hotel ,2016,1,Jan-Mar,0.0,53.0,0.0,7.3,3.93,0.64,60.0,90.91,0.0,0.0,37.73,3
289,Klip River @ Lido Hotel ,2016,2,Apr-Jun,0.0,57.0,0.0,7.5,4.4,0.47,40.0,100.0,0.0,0.0,35.0,3
290,Klip River @ Lido Hotel ,2016,3,Jul-Sep,0.0,59.0,0.0,7.5,2.6,0.86,40.0,81.82,0.0,0.0,30.46,3
291,Klip River @ Lido Hotel ,2016,4,Oct-Dec,0.0,62.0,0.0,7.6,2.07,1.47,60.0,81.82,0.0,0.0,35.46,3
292,Klip River @ Everite ,2016,1,Jan-Mar,0.0,54.0,0.0,7.5,3.63,0.52,60.0,100.0,0.0,0.0,40.0,3
293,Klip River @ Everite ,2016,2,Apr-Jun,0.0,56.0,0.0,7.5,5.0,0.47,60.0,100.0,0.0,0.0,40.0,3
294,Klip River @ Everite ,2016,3,Jul-Sep,0.0,56.0,0.0,7.2,2.73,0.8,60.0,90.91,0.0,0.0,37.73,3
295,Klip River @ Everite ,2016,4,Oct-Dec,0.0,56.0,0.0,7.4,2.03,1.36,60.0,81.82,0.0,0.0,35.46,3
296,Klip River from Roodepoort @ R41 Bridge,2016,1,Jan-Mar,0.0,41.0,0.0,7.5,1.63,0.88,40.0,81.82,0.0,0.0,30.46,3
297,Klip River from Roodepoort @ R41 Bridge,2016,2,Apr-Jun,0.0,34.0,0.0,7.5,1.85,0.15,60.0,100.0,0.0,0.0,40.0,3
298,Klip River from Roodepoort @ R41 Bridge,2016,3,Jul-Sep,0.0,38.0,0.0,7.4,1.21,0.1,40.0,100.0,0.0,0.0,35.0,3
299,Klip River from Roodepoort @ R41 Bridge,2016,4,Oct-Dec,0.0,42.0,0.0,7.4,0.29,0.5,40.0,90.91,0.0,0.0,32.73,3
300,Klip River from Witpoortjie @ R41 Bridge,2016,1,Jan-Mar,0.0,25.0,0.0,7.2,0.29,0.13,60.0,100.0,0.0,0.0,40.0,3
301,Klip River from Witpoortjie @ R41 Bridge,2016,2,Apr-Jun,0.0,30.0,0.0,7.5,0.17,0.12,60.0,100.0,0.0,0.0,40.0,3
302,Klip River from Witpoortjie @ R41 Bridge,2016,3,Jul-Sep,0.0,33.0,0.0,7.0,0.9,0.31,40.0,90.91,0.0,0.0,32.73,3
303,Klip River from Witpoortjie @ R41 Bridge,2016,4,Oct-Dec,0.0,44.0,0.0,7.1,0.39,0.62,40.0,72.73,0.0,0.0,28.18,3
304,Klip River Weir @ Henley-On- Klip,2016,1,Jan-Mar,0.0,74.0,12963.0,7.4,3.85,0.41,60.0,100.0,0.0,0.0,40.0,3
305,Klip River Weir @ Henley-On- Klip,2016,2,Apr-Jun,0.0,76.0,10364.0,7.3,6.68,0.28,60.0,90.91,0.0,0.0,37.73,3
306,Klip River Weir @ Henley-On- Klip,2016,3,Jul-Sep,0.0,81.0,1795.0,7.4,3.35,0.6,60.0,100.0,0.0,0.0,40.0,3
307,Klip River Weir @ Henley-On- Klip,2016,4,Oct-Dec,0.0,75.0,6566.0,7.4,1.88,0.81,60.0,90.91,0.0,0.0,37.73,3
308,Klip River Weir @ Zwartkopjes Farm,2016,1,Jan-Mar,22.0,54.0,13637.0,7.3,4.58,0.58,100.0,100.0,0.0,100.0,75.0,3
309,Klip River Weir @ Zwartkopjes Farm,2016,2,Apr-Jun,22.0,55.0,19257.0,7.3,4.93,0.46,100.0,100.0,0.0,100.0,75.0,3
310,Klip River Weir @ Zwartkopjes Farm,2016,3,Jul-Sep,27.0,57.0,9102.0,7.2,3.23,0.92,100.0,81.82,0.0,100.0,70.46,3
311,Klip River Weir @ Zwartkopjes Farm,2016,4,Oct-Dec,25.0,54.0,21001.0,7.3,1.78,1.18,100.0,81.82,0.0,100.0,70.46,3
312,Klip River downstream of Rietspruit Confluence,2016,1,Jan-Mar,0.0,78.0,7920.0,7.6,4.2,0.42,60.0,100.0,0.0,0.0,40.0,3
313,Klip River downstream of Rietspruit Confluence,2016,2,Apr-Jun,0.0,81.0,6108.0,7.5,4.4,0.35,60.0,100.0,0.0,0.0,40.0,3
314,Klip River downstream of Rietspruit Confluence,2016,3,Jul-Sep,0.0,78.0,898.0,7.4,4.27,0.61,60.0,90.91,0.0,0.0,37.73,3
315,Klip River downstream of Rietspruit Confluence,2016,4,Oct-Dec,0.0,80.0,12392.0,7.4,2.47,0.87,60.0,90.91,0.0,0.0,37.73,3
316,Harringtonspruit @ Nancefield Industrial Area,2016,1,Jan-Mar,0.0,56.0,0.0,7.4,2.03,1.56,40.0,90.91,0.0,0.0,32.73,3
317,Harringtonspruit @ Nancefield Industrial Area,2016,2,Apr-Jun,0.0,57.0,0.0,7.5,3.05,1.45,60.0,81.82,0.0,0.0,35.46,3
318,Harringtonspruit @ Nancefield Industrial Area,2016,3,Jul-Sep,0.0,69.0,0.0,7.4,1.37,1.8,40.0,81.82,0.0,0.0,30.46,3
319,Harringtonspruit @ Nancefield Industrial Area,2016,4,Oct-Dec,0.0,64.0,0.0,7.5,0.65,3.8,60.0,81.82,0.0,0.0,35.46,3
320,Klip River @ Olifantsvlei Sewage Works,2016,1,Jan-Mar,0.0,51.0,3665.0,7.5,1.75,0.26,60.0,100.0,0.0,0.0,40.0,3
321,Klip River @ Olifantsvlei Sewage Works,2016,2,Apr-Jun,0.0,54.0,1987.0,7.5,3.1,0.19,60.0,100.0,0.0,0.0,40.0,3
322,Klip River @ Olifantsvlei Sewage Works,2016,3,Jul-Sep,0.0,58.0,82163.0,7.4,2.7,0.41,40.0,100.0,0.0,0.0,35.0,3
323,Klip River @ Olifantsvlei Sewage Works,2016,4,Oct-Dec,0.0,54.0,83443.0,7.5,1.08,0.51,40.0,90.91,0.0,0.0,32.73,3
324,Klipspruit @ Kliptown ,2016,1,Jan-Mar,0.0,51.0,0.0,7.3,0.94,0.19,60.0,90.91,0.0,0.0,37.73,3
325,Klipspruit @ Kliptown ,2016,2,Apr-Jun,0.0,55.0,0.0,7.3,0.58,0.15,60.0,72.73,0.0,0.0,33.18,3
326,Klipspruit @ Kliptown ,2016,3,Jul-Sep,0.0,56.0,0.0,7.3,0.41,0.16,40.0,90.91,0.0,0.0,32.73,3
327,Klipspruit @ Kliptown ,2016,4,Oct-Dec,0.0,49.0,0.0,7.2,0.69,0.1,60.0,90.91,0.0,0.0,37.73,3
328,Klip River @ Soweto N12 Highway,2016,1,Jan-Mar,0.0,54.0,0.0,7.5,1.27,0.56,40.0,90.91,0.0,0.0,32.73,3
329,Klip River @ Soweto N12 Highway,2016,2,Apr-Jun,0.0,55.0,0.0,7.3,2.15,0.25,40.0,100.0,0.0,0.0,35.0,3
330,Klip River @ Soweto N12 Highway,2016,3,Jul-Sep,0.0,63.0,0.0,7.6,2.33,0.19,60.0,100.0,0.0,0.0,40.0,3
331,Klip River @ Soweto N12 Highway,2016,4,Oct-Dec,0.0,60.0,0.0,7.6,1.75,0.32,60.0,100.0,0.0,0.0,40.0,3
332,Elsburgspruit @ Heidelberg Road,2016,1,Jan-Mar,0.0,198.0,224405.0,7.0,0.48,0.11,20.0,90.91,0.0,0.0,27.73,3
333,Elsburgspruit @ Heidelberg Road,2016,2,Apr-Jun,0.0,275.0,12894.0,7.2,0.7,0.16,20.0,72.73,0.0,0.0,23.18,3
334,Elsburgspruit @ Heidelberg Road,2016,3,Jul-Sep,0.0,264.0,2818.0,7.1,1.8,0.11,20.0,72.73,0.0,0.0,23.18,3
335,Elsburgspruit @ Heidelberg Road,2016,4,Oct-Dec,0.0,200.0,148907.0,6.6,1.15,0.2,20.0,90.91,0.0,0.0,27.73,3
336,Stream @ Witwatersrand Gold Mine,2016,1,Jan-Mar,0.0,34.0,0.0,7.3,0.52,0.14,60.0,100.0,0.0,0.0,40.0,3
337,Stream @ Witwatersrand Gold Mine,2016,2,Apr-Jun,0.0,31.0,0.0,7.5,4.87,0.13,60.0,100.0,0.0,0.0,40.0,3
338,Stream @ Witwatersrand Gold Mine,2016,3,Jul-Sep,0.0,32.0,0.0,7.3,0.67,0.1,60.0,100.0,0.0,0.0,40.0,3
339,Stream @ Witwatersrand Gold Mine,2016,4,Oct-Dec,0.0,49.0,0.0,7.3,0.14,0.1,60.0,100.0,0.0,0.0,40.0,3
340,Elsburgspruit @ Elsburg Town ,2016,1,Jan-Mar,0.0,141.0,0.0,7.2,0.37,0.08,40.0,81.82,0.0,0.0,30.46,3
341,Elsburgspruit @ Elsburg Town ,2016,2,Apr-Jun,0.0,300.0,0.0,7.1,0.63,0.15,40.0,63.64,0.0,0.0,25.91,3
342,Elsburgspruit @ Elsburg Town ,2016,3,Jul-Sep,0.0,340.0,0.0,6.9,1.16,0.11,20.0,72.73,0.0,0.0,23.18,3
343,Elsburgspruit @ Elsburg Town ,2016,4,Oct-Dec,0.0,235.0,0.0,6.4,2.33,0.1,20.0,81.82,0.0,0.0,25.46,3
344,Stream @ Elspark ,2016,1,Jan-Mar,0.0,63.0,0.0,6.3,0.58,0.08,40.0,100.0,0.0,0.0,35.0,3
345,Stream @ Elspark ,2016,2,Apr-Jun,0.0,104.0,0.0,7.3,0.55,0.13,60.0,100.0,0.0,0.0,40.0,3
346,Stream @ Elspark ,2016,3,Jul-Sep,0.0,245.0,0.0,7.1,0.33,0.1,20.0,100.0,0.0,0.0,30.0,3
347,Stream @ Elspark ,2016,4,Oct-Dec,0.0,95.0,0.0,7.3,1.3,0.1,60.0,90.91,0.0,0.0,37.73,3
348,Natalspruit from Simmer and Jack Mine,2016,1,Jan-Mar,0.0,63.0,0.0,6.1,0.7,0.08,40.0,90.91,0.0,0.0,32.73,3
